"state","date","day","hour"
"SP","2018-02","Saturday ","19"
"PA","2017-05","Monday   ","12"
"SC","2018-01","Wednesday","13"
"SC","2018-01","Wednesday","13"
"SC","2017-09","Tuesday  ","20"
"SP","2018-01","Monday   ","22"
"RS","2018-03","Wednesday","22"
"SP","2017-07","Wednesday","12"
"PE","2017-11","Wednesday","19"
"AM","2018-03","Thursday ","15"
"SC","2018-03","Wednesday","15"
"RS","2018-03","Thursday ","20"
"SP","2017-12","Saturday ","16"
"MG","2017-10","Tuesday  ","20"
"MG","2017-10","Saturday ","12"
"SP","2018-04","Saturday ","22"
"MG","2017-11","Monday   ","20"
"SP","2017-04","Sunday   ","19"
"SP","2017-11","Saturday ","20"
"SP","2018-04","Saturday ","20"
"MG","2017-04","Wednesday","18"
"SP","2018-01","Tuesday  ","09"
"RS","2017-05","Saturday ","16"
"MS","2018-06","Tuesday  ","16"
"PR","2018-01","Monday   ","11"
"GO","2017-12","Thursday ","23"
"SP","2018-04","Wednesday","19"
"RJ","2018-03","Monday   ","18"
"SP","2017-08","Thursday ","10"
"RJ","2018-02","Friday   ","17"
"SP","2018-02","Sunday   ","14"
"RJ","2017-04","Tuesday  ","06"
"SP","2017-09","Friday   ","23"
"SP","2017-09","Friday   ","23"
"RJ","2018-06","Monday   ","16"
"SP","2018-08","Monday   ","17"
"SP","2018-07","Monday   ","16"
"RJ","2018-02","Tuesday  ","22"
"SP","2017-04","Tuesday  ","14"
"MG","2017-09","Tuesday  ","16"
"SP","2018-08","Saturday ","22"
"MG","2018-06","Wednesday","15"
"MG","2018-02","Saturday ","21"
"MG","2017-05","Monday   ","09"
"SP","2018-03","Thursday ","16"
"SP","2018-03","Friday   ","11"
"SP","2017-02","Sunday   ","18"
"SP","2018-05","Thursday ","14"
"ES","2018-07","Saturday ","09"
"SP","2018-07","Sunday   ","14"
"SP","2017-12","Thursday ","22"
"RJ","2018-05","Friday   ","12"
"DF","2017-08","Wednesday","10"
"SP","2017-07","Thursday ","21"
"SP","2017-12","Thursday ","23"
"SP","2018-04","Thursday ","16"
"SP","2018-07","Friday   ","15"
"SP","2018-04","Sunday   ","22"
"DF","2017-11","Sunday   ","09"
"DF","2017-11","Sunday   ","09"
"DF","2017-11","Sunday   ","09"
"DF","2017-11","Sunday   ","09"
"CE","2017-11","Wednesday","10"
"SP","2018-08","Saturday ","20"
"ES","2018-05","Wednesday","19"
"RS","2018-04","Monday   ","14"
"ES","2018-07","Saturday ","05"
"SC","2018-04","Monday   ","21"
"SC","2018-04","Monday   ","21"
"SP","2017-10","Tuesday  ","22"
"MG","2017-07","Tuesday  ","21"
"MG","2017-07","Tuesday  ","21"
"SP","2018-02","Tuesday  ","15"
"SP","2018-02","Tuesday  ","15"
"CE","2018-01","Thursday ","17"
"SP","2017-12","Thursday ","14"
"MG","2017-05","Friday   ","16"
"MG","2017-11","Thursday ","18"
"SP","2018-03","Friday   ","15"
"MG","2017-11","Saturday ","22"
"BA","2018-03","Saturday ","11"
"RS","2018-02","Saturday ","14"
"ES","2018-02","Thursday ","21"
"CE","2017-04","Saturday ","11"
"SP","2018-05","Sunday   ","18"
"SP","2017-11","Monday   ","18"
"MG","2018-06","Saturday ","18"
"ES","2018-05","Monday   ","10"
"MG","2017-11","Tuesday  ","22"
"MG","2017-10","Tuesday  ","21"
"SP","2017-07","Thursday ","16"
"SP","2017-10","Wednesday","16"
"SP","2017-10","Wednesday","16"
"PB","2017-02","Thursday ","23"
"SP","2018-03","Sunday   ","16"
"MG","2018-08","Monday   ","09"
"SP","2017-07","Tuesday  ","22"
"SP","2017-07","Tuesday  ","22"
"SP","2018-02","Monday   ","23"
"SP","2018-01","Saturday ","23"
"SP","2017-08","Thursday ","14"
"BA","2018-02","Friday   ","01"
"SC","2017-05","Friday   ","22"
"MG","2017-07","Tuesday  ","20"
"MG","2018-04","Thursday ","21"
"SP","2018-03","Monday   ","11"
"SP","2018-03","Monday   ","11"
"SP","2018-03","Monday   ","11"
"SP","2018-03","Monday   ","11"
"PE","2017-08","Thursday ","22"
"CE","2018-07","Tuesday  ","09"
"SP","2018-02","Thursday ","10"
"BA","2017-11","Wednesday","09"
"BA","2017-11","Wednesday","09"
"SP","2017-11","Thursday ","08"
"SP","2017-11","Thursday ","08"
"RJ","2018-05","Saturday ","14"
"MG","2018-04","Thursday ","23"
"SP","2018-04","Friday   ","21"
"GO","2017-05","Thursday ","18"
"BA","2018-08","Thursday ","16"
"PR","2018-03","Sunday   ","21"
"MG","2018-03","Friday   ","10"
"SP","2018-08","Saturday ","10"
"BA","2018-03","Tuesday  ","11"
"BA","2018-03","Tuesday  ","11"
"BA","2018-03","Tuesday  ","11"
"SC","2018-04","Wednesday","11"
"MG","2017-12","Sunday   ","13"
"SP","2018-08","Saturday ","01"
"RJ","2018-04","Thursday ","13"
"PR","2018-08","Thursday ","19"
"MT","2017-12","Sunday   ","22"
"SP","2017-07","Sunday   ","11"
"SP","2017-12","Saturday ","10"
"RJ","2018-04","Tuesday  ","20"
"AP","2018-04","Sunday   ","15"
"GO","2017-10","Friday   ","07"
"SP","2017-12","Wednesday","22"
"SP","2017-02","Tuesday  ","12"
"SP","2017-02","Tuesday  ","12"
"SP","2018-01","Sunday   ","14"
"SP","2018-01","Monday   ","10"
"SP","2018-03","Monday   ","13"
"BA","2017-12","Tuesday  ","14"
"SP","2017-12","Thursday ","15"
"SP","2017-05","Saturday ","20"
"SP","2018-02","Sunday   ","14"
"SP","2018-06","Thursday ","18"
"SP","2018-06","Thursday ","18"
"SP","2018-04","Tuesday  ","22"
"SP","2018-01","Monday   ","07"
"SP","2017-08","Tuesday  ","14"
"GO","2018-01","Monday   ","17"
"SC","2016-10","Thursday ","20"
"MG","2018-03","Saturday ","15"
"SP","2018-01","Friday   ","10"
"SP","2018-01","Friday   ","10"
"RJ","2017-05","Saturday ","20"
"SP","2017-08","Tuesday  ","14"
"RS","2017-03","Monday   ","22"
"SP","2018-07","Saturday ","19"
"SP","2017-04","Tuesday  ","21"
"SP","2016-10","Friday   ","11"
"RJ","2018-03","Monday   ","22"
"SC","2018-07","Tuesday  ","09"
"SP","2018-03","Monday   ","22"
"PR","2018-01","Friday   ","17"
"SP","2017-12","Tuesday  ","19"
"SP","2018-05","Monday   ","17"
"RS","2018-07","Monday   ","14"
"RS","2017-10","Monday   ","20"
"SP","2018-05","Tuesday  ","22"
"SP","2018-06","Monday   ","21"
"SP","2018-07","Monday   ","14"
"RS","2018-08","Monday   ","16"
"RS","2018-08","Monday   ","16"
"BA","2017-05","Sunday   ","12"
"SP","2017-12","Thursday ","10"
"MT","2018-04","Wednesday","23"
"MG","2017-01","Friday   ","13"
"SC","2018-04","Sunday   ","16"
"RS","2017-05","Sunday   ","21"
"PB","2018-05","Tuesday  ","11"
"TO","2018-01","Thursday ","16"
"GO","2017-06","Sunday   ","16"
"MG","2018-03","Thursday ","16"
"MG","2018-03","Thursday ","16"
"CE","2017-09","Saturday ","20"
"DF","2017-12","Monday   ","23"
"RJ","2018-06","Sunday   ","10"
"BA","2017-10","Monday   ","14"
"SP","2018-06","Tuesday  ","12"
"SP","2017-10","Tuesday  ","08"
"SP","2017-10","Tuesday  ","08"
"SP","2017-10","Tuesday  ","08"
"SP","2018-03","Tuesday  ","09"
"SP","2018-02","Wednesday","10"
"PR","2018-01","Monday   ","18"
"SP","2018-05","Wednesday","14"
"MG","2017-03","Thursday ","06"
"SP","2017-12","Friday   ","13"
"ES","2017-12","Friday   ","12"
"SP","2018-03","Thursday ","23"
"SP","2018-06","Monday   ","15"
"MG","2017-11","Wednesday","21"
"MG","2017-11","Wednesday","21"
"SP","2017-11","Thursday ","13"
"SP","2017-05","Monday   ","20"
"SP","2017-05","Monday   ","20"
"SP","2017-05","Monday   ","20"
"CE","2017-11","Saturday ","23"
"MG","2018-08","Tuesday  ","00"
"SP","2017-08","Monday   ","15"
"SP","2018-04","Sunday   ","19"
"SC","2017-09","Tuesday  ","12"
"SP","2018-08","Friday   ","09"
"SP","2018-06","Saturday ","17"
"SP","2018-07","Monday   ","09"
"SP","2017-02","Saturday ","21"
"MS","2018-04","Sunday   ","21"
"RS","2017-10","Tuesday  ","12"
"MG","2018-01","Sunday   ","12"
"SC","2017-11","Tuesday  ","15"
"RJ","2017-10","Sunday   ","14"
"BA","2017-10","Saturday ","03"
"RS","2018-03","Monday   ","15"
"MG","2017-06","Friday   ","01"
"MG","2017-09","Thursday ","10"
"RJ","2018-05","Sunday   ","11"
"RJ","2018-06","Saturday ","17"
"RJ","2018-06","Saturday ","17"
"SP","2017-08","Sunday   ","17"
"SP","2017-10","Sunday   ","20"
"SP","2017-10","Sunday   ","20"
"SP","2017-10","Sunday   ","20"
"RS","2017-12","Tuesday  ","17"
"SP","2018-04","Saturday ","11"
"SP","2018-04","Monday   ","18"
"MG","2018-01","Tuesday  ","17"
"PE","2017-10","Monday   ","13"
"SP","2018-07","Tuesday  ","14"
"SP","2018-03","Monday   ","23"
"SP","2017-07","Tuesday  ","08"
"SP","2018-05","Thursday ","16"
"SP","2018-05","Thursday ","16"
"SP","2017-07","Thursday ","08"
"SP","2017-12","Wednesday","20"
"PR","2017-07","Saturday ","19"
"SC","2018-06","Friday   ","13"
"PR","2017-03","Friday   ","10"
"MS","2018-01","Saturday ","02"
"PR","2017-11","Thursday ","17"
"DF","2017-08","Sunday   ","16"
"MG","2018-07","Monday   ","22"
"RJ","2018-05","Thursday ","18"
"SP","2018-06","Thursday ","13"
"RJ","2017-07","Friday   ","12"
"ES","2018-01","Wednesday","14"
"SC","2018-02","Sunday   ","07"
"SP","2017-05","Wednesday","11"
"RO","2018-08","Friday   ","12"
"RO","2018-08","Friday   ","12"
"RJ","2017-04","Monday   ","08"
"SP","2017-05","Monday   ","10"
"SP","2018-06","Thursday ","16"
"SP","2017-05","Monday   ","10"
"MG","2018-01","Monday   ","13"
"MG","2018-01","Monday   ","13"
"MG","2018-01","Monday   ","13"
"SP","2017-03","Sunday   ","11"
"DF","2018-06","Friday   ","18"
"RJ","2018-05","Tuesday  ","13"
"SP","2018-04","Friday   ","21"
"SP","2017-01","Tuesday  ","16"
"RS","2018-03","Tuesday  ","14"
"SP","2018-08","Saturday ","13"
"MG","2018-04","Thursday ","14"
"RJ","2018-07","Monday   ","11"
"PE","2017-05","Monday   ","13"
"RJ","2018-01","Sunday   ","17"
"RS","2018-03","Tuesday  ","11"
"SP","2018-07","Tuesday  ","16"
"RJ","2018-07","Tuesday  ","14"
"RJ","2018-07","Tuesday  ","14"
"RJ","2018-07","Tuesday  ","14"
"RJ","2018-07","Tuesday  ","14"
"SP","2017-06","Saturday ","12"
"MT","2018-02","Tuesday  ","20"
"SP","2018-06","Saturday ","16"
"SC","2017-06","Wednesday","14"
"RJ","2017-05","Monday   ","19"
"SP","2018-08","Saturday ","13"
"SP","2018-04","Wednesday","18"
"RJ","2017-07","Saturday ","14"
"SP","2018-04","Wednesday","12"
"RO","2018-07","Wednesday","21"
"SP","2016-10","Tuesday  ","13"
"RJ","2017-07","Sunday   ","21"
"RJ","2017-07","Sunday   ","21"
"PR","2018-03","Friday   ","15"
"SP","2018-02","Sunday   ","15"
"SP","2018-02","Sunday   ","15"
"SP","2018-02","Sunday   ","15"
"SP","2018-02","Sunday   ","15"
"SP","2017-03","Saturday ","10"
"RN","2018-06","Monday   ","17"
"SP","2017-11","Saturday ","17"
"SP","2018-07","Wednesday","13"
"SP","2018-07","Monday   ","18"
"SP","2018-01","Wednesday","16"
"SP","2018-01","Wednesday","16"
"SP","2018-08","Tuesday  ","14"
"SP","2018-08","Tuesday  ","14"
"SP","2018-03","Thursday ","22"
"SP","2018-04","Monday   ","18"
"SP","2017-07","Monday   ","15"
"CE","2018-05","Saturday ","15"
"PR","2018-01","Monday   ","12"
"SC","2018-06","Saturday ","22"
"SP","2016-10","Wednesday","14"
"MG","2018-01","Tuesday  ","22"
"SP","2017-03","Wednesday","10"
"SP","2018-08","Tuesday  ","07"
"PR","2017-08","Monday   ","14"
"SP","2017-10","Monday   ","19"
"MS","2017-08","Friday   ","14"
"SP","2018-04","Sunday   ","17"
"SP","2018-01","Wednesday","22"
"SP","2018-01","Wednesday","22"
"RJ","2018-02","Monday   ","08"
"SP","2017-03","Wednesday","14"
"SP","2017-07","Saturday ","10"
"SC","2018-08","Tuesday  ","20"
"SP","2017-04","Sunday   ","00"
"RJ","2017-07","Monday   ","10"
"MG","2017-08","Wednesday","20"
"RJ","2018-02","Wednesday","18"
"RJ","2017-03","Thursday ","01"
"GO","2018-06","Tuesday  ","21"
"PE","2017-06","Thursday ","11"
"DF","2018-07","Wednesday","21"
"SP","2018-08","Wednesday","16"
"MT","2018-03","Sunday   ","15"
"MT","2018-03","Sunday   ","15"
"RJ","2017-12","Thursday ","11"
"SP","2018-02","Sunday   ","18"
"PR","2018-02","Monday   ","18"
"AP","2017-08","Tuesday  ","09"
"AP","2017-08","Tuesday  ","09"
"SE","2017-03","Sunday   ","08"
"SE","2017-03","Sunday   ","08"
"PR","2017-12","Sunday   ","22"
"SP","2017-11","Sunday   ","12"
"SP","2018-03","Tuesday  ","22"
"RJ","2018-08","Tuesday  ","18"
"MG","2018-02","Thursday ","17"
"PR","2018-05","Monday   ","02"
"SP","2017-11","Friday   ","12"
"CE","2017-09","Monday   ","13"
"RJ","2017-07","Wednesday","07"
"SP","2018-04","Friday   ","11"
"SP","2018-04","Friday   ","11"
"MG","2018-05","Monday   ","21"
"SP","2017-07","Sunday   ","12"
"SP","2018-03","Saturday ","09"
"MG","2018-01","Friday   ","22"
"RS","2018-04","Monday   ","13"
"SP","2018-04","Tuesday  ","17"
"SP","2018-01","Monday   ","12"
"SP","2018-02","Saturday ","20"
"SP","2017-02","Wednesday","10"
"SP","2017-11","Monday   ","02"
"RJ","2018-08","Monday   ","23"
"SP","2018-01","Saturday ","15"
"RJ","2017-01","Friday   ","10"
"RS","2017-08","Monday   ","15"
"SP","2017-08","Wednesday","13"
"SP","2018-02","Saturday ","18"
"RJ","2017-08","Wednesday","23"
"RJ","2017-08","Wednesday","23"
"PE","2018-04","Monday   ","15"
"RJ","2017-11","Friday   ","22"
"PA","2018-04","Thursday ","14"
"SP","2017-05","Saturday ","17"
"SP","2018-05","Saturday ","21"
"RJ","2017-04","Saturday ","19"
"MG","2017-04","Wednesday","11"
"RJ","2018-07","Sunday   ","17"
"PE","2018-08","Sunday   ","19"
"SP","2017-12","Monday   ","18"
"RS","2017-05","Thursday ","09"
"SP","2017-10","Wednesday","01"
"SP","2017-10","Wednesday","01"
"SC","2017-08","Thursday ","17"
"SP","2018-01","Sunday   ","20"
"BA","2018-03","Wednesday","21"
"PR","2017-12","Wednesday","16"
"SP","2017-12","Sunday   ","23"
"PR","2017-12","Friday   ","14"
"SP","2018-07","Friday   ","13"
"CE","2018-07","Tuesday  ","09"
"PA","2018-04","Thursday ","23"
"SP","2018-06","Tuesday  ","09"
"ES","2018-07","Sunday   ","14"
"ES","2018-07","Sunday   ","14"
"ES","2018-07","Sunday   ","14"
"ES","2018-07","Sunday   ","14"
"RJ","2017-02","Tuesday  ","15"
"RJ","2018-05","Wednesday","19"
"PE","2017-06","Thursday ","16"
"PR","2018-06","Friday   ","00"
"SP","2018-08","Thursday ","14"
"RJ","2017-06","Friday   ","20"
"SP","2017-12","Sunday   ","19"
"SP","2017-09","Friday   ","22"
"MS","2018-03","Monday   ","10"
"SP","2018-04","Tuesday  ","08"
"MG","2017-02","Thursday ","11"
"SP","2018-02","Thursday ","13"
"SC","2017-12","Sunday   ","14"
"RJ","2018-03","Monday   ","14"
"SP","2018-06","Monday   ","22"
"SP","2018-05","Sunday   ","22"
"SC","2018-01","Tuesday  ","12"
"MS","2017-12","Monday   ","12"
"MG","2017-05","Thursday ","12"
"RS","2018-01","Saturday ","19"
"SP","2018-08","Saturday ","20"
"PA","2017-04","Friday   ","16"
"SP","2017-09","Thursday ","18"
"SP","2018-08","Monday   ","17"
"MG","2018-05","Monday   ","14"
"MG","2018-05","Monday   ","14"
"MG","2018-05","Monday   ","14"
"MG","2018-05","Monday   ","14"
"MG","2018-05","Monday   ","14"
"RS","2018-06","Saturday ","13"
"RS","2018-06","Saturday ","13"
"SP","2017-07","Thursday ","19"
"SP","2018-08","Saturday ","14"
"SP","2017-02","Wednesday","20"
"GO","2018-03","Friday   ","15"
"CE","2017-11","Friday   ","21"
"SP","2018-06","Tuesday  ","14"
"SP","2018-06","Tuesday  ","14"
"SP","2018-06","Tuesday  ","14"
"RS","2018-06","Friday   ","09"
"RS","2018-06","Friday   ","09"
"SP","2018-03","Thursday ","16"
"SP","2018-03","Thursday ","16"
"RJ","2017-06","Tuesday  ","19"
"SP","2018-08","Tuesday  ","20"
"RJ","2018-06","Monday   ","10"
"SP","2017-12","Saturday ","13"
"SP","2017-07","Tuesday  ","14"
"SP","2018-04","Sunday   ","21"
"MG","2018-02","Monday   ","17"
"PR","2018-06","Wednesday","18"
"SP","2018-06","Monday   ","22"
"SP","2018-06","Monday   ","22"
"PR","2017-04","Wednesday","20"
"SP","2017-12","Wednesday","17"
"BA","2018-07","Thursday ","09"
"SP","2018-07","Wednesday","15"
"SP","2018-07","Wednesday","15"
"SP","2018-06","Wednesday","10"
"GO","2017-02","Thursday ","20"
"RO","2017-03","Wednesday","19"
"ES","2018-02","Tuesday  ","15"
"PR","2018-01","Sunday   ","13"
"PR","2018-01","Sunday   ","13"
"PR","2018-01","Sunday   ","13"
"PR","2018-01","Sunday   ","13"
"AL","2018-04","Thursday ","17"
"PB","2018-02","Wednesday","14"
"RS","2018-02","Tuesday  ","20"
"RS","2017-08","Wednesday","12"
"SP","2018-01","Wednesday","10"
"SP","2017-02","Wednesday","12"
"SP","2017-02","Wednesday","12"
"SC","2017-12","Tuesday  ","15"
"MG","2017-10","Sunday   ","08"
"RJ","2017-11","Thursday ","23"
"ES","2017-11","Saturday ","00"
"SP","2017-02","Wednesday","11"
"MS","2017-05","Friday   ","09"
"MG","2018-07","Friday   ","15"
"MG","2018-07","Friday   ","15"
"SE","2018-02","Tuesday  ","15"
"RJ","2017-02","Tuesday  ","19"
"SP","2018-08","Tuesday  ","21"
"SP","2017-10","Monday   ","12"
"RJ","2017-11","Friday   ","10"
"BA","2017-05","Monday   ","09"
"PR","2017-07","Wednesday","19"
"PR","2017-07","Wednesday","19"
"MG","2018-03","Tuesday  ","11"
"RJ","2017-11","Wednesday","11"
"SP","2017-06","Monday   ","15"
"SP","2017-10","Thursday ","14"
"ES","2018-05","Wednesday","09"
"RJ","2018-07","Saturday ","11"
"SP","2018-02","Friday   ","15"
"DF","2018-03","Friday   ","15"
"RJ","2018-04","Sunday   ","18"
"MG","2017-07","Monday   ","20"
"RJ","2018-01","Monday   ","18"
"BA","2017-08","Friday   ","19"
"MG","2018-06","Friday   ","08"
"SP","2017-06","Thursday ","13"
"BA","2017-09","Wednesday","20"
"BA","2017-09","Wednesday","20"
"SP","2017-10","Monday   ","20"
"RJ","2018-08","Sunday   ","16"
"SP","2018-02","Wednesday","12"
"BA","2017-06","Monday   ","11"
"SP","2017-07","Monday   ","22"
"SP","2017-07","Monday   ","22"
"SP","2017-07","Monday   ","22"
"RS","2018-01","Monday   ","19"
"RS","2017-10","Saturday ","13"
"SP","2018-06","Tuesday  ","11"
"MG","2018-01","Saturday ","12"
"MG","2018-01","Saturday ","12"
"MG","2018-01","Saturday ","12"
"MG","2018-01","Friday   ","23"
"MT","2017-04","Friday   ","22"
"MT","2018-08","Sunday   ","22"
"RJ","2018-05","Saturday ","12"
"SP","2018-04","Thursday ","18"
"BA","2017-05","Sunday   ","22"
"BA","2017-05","Sunday   ","22"
"SP","2018-05","Tuesday  ","10"
"SP","2018-05","Tuesday  ","10"
"MG","2017-03","Friday   ","21"
"RS","2018-07","Monday   ","07"
"SP","2018-05","Tuesday  ","19"
"SP","2017-10","Monday   ","15"
"SP","2017-05","Saturday ","13"
"SP","2017-07","Saturday ","07"
"DF","2018-07","Wednesday","15"
"AL","2018-02","Saturday ","10"
"RJ","2018-02","Friday   ","15"
"SP","2017-09","Tuesday  ","14"
"PB","2017-09","Tuesday  ","15"
"SC","2018-01","Tuesday  ","11"
"SP","2017-09","Thursday ","14"
"RJ","2018-06","Wednesday","22"
"SP","2017-12","Sunday   ","15"
"SP","2017-12","Sunday   ","15"
"DF","2018-06","Friday   ","22"
"SP","2018-06","Friday   ","23"
"SP","2018-06","Friday   ","23"
"SP","2018-06","Monday   ","17"
"MG","2018-07","Sunday   ","20"
"MG","2018-07","Sunday   ","20"
"MG","2017-04","Thursday ","11"
"SP","2018-05","Monday   ","22"
"MG","2018-07","Thursday ","14"
"RJ","2017-12","Wednesday","21"
"RJ","2018-04","Wednesday","16"
"SP","2017-02","Saturday ","22"
"RJ","2018-06","Saturday ","23"
"MG","2018-06","Monday   ","22"
"MT","2018-02","Wednesday","16"
"SP","2017-07","Wednesday","09"
"MS","2017-05","Wednesday","21"
"MS","2017-05","Wednesday","21"
"RS","2017-11","Tuesday  ","10"
"MG","2018-03","Friday   ","13"
"SP","2018-07","Tuesday  ","00"
"MS","2018-03","Sunday   ","00"
"RJ","2017-10","Saturday ","22"
"BA","2018-02","Saturday ","23"
"SP","2018-01","Sunday   ","20"
"RJ","2017-05","Sunday   ","12"
"SP","2017-08","Tuesday  ","09"
"SP","2018-05","Monday   ","15"
"SC","2018-04","Tuesday  ","15"
"SC","2018-04","Tuesday  ","15"
"ES","2018-08","Wednesday","12"
"PE","2018-07","Sunday   ","15"
"SP","2018-06","Saturday ","17"
"SP","2018-06","Saturday ","17"
"SP","2018-06","Saturday ","17"
"SP","2017-11","Tuesday  ","20"
"SP","2018-05","Friday   ","14"
"SP","2018-02","Monday   ","11"
"SP","2018-07","Tuesday  ","23"
"SP","2018-07","Friday   ","19"
"SP","2017-02","Monday   ","08"
"PA","2018-08","Thursday ","15"
"RJ","2018-05","Saturday ","13"
"SP","2018-05","Wednesday","16"
"SP","2018-05","Wednesday","16"
"SP","2018-05","Wednesday","16"
"SP","2018-05","Wednesday","16"
"SP","2018-05","Wednesday","16"
"SP","2018-05","Wednesday","16"
"MG","2017-07","Tuesday  ","23"
"MG","2017-07","Tuesday  ","23"
"SP","2017-09","Monday   ","19"
"PR","2018-07","Monday   ","17"
"MG","2017-05","Wednesday","20"
"MG","2017-05","Wednesday","20"
"BA","2018-06","Friday   ","15"
"MG","2017-08","Wednesday","23"
"RJ","2018-02","Saturday ","22"
"SP","2017-06","Tuesday  ","13"
"SP","2018-03","Sunday   ","10"
"SP","2018-03","Sunday   ","10"
"SP","2018-04","Sunday   ","17"
"SP","2018-07","Tuesday  ","22"
"SP","2018-02","Sunday   ","19"
"SP","2018-05","Wednesday","10"
"SP","2018-05","Thursday ","11"
"MG","2018-03","Sunday   ","08"
"MG","2017-08","Tuesday  ","14"
"MG","2017-10","Sunday   ","22"
"SP","2017-10","Monday   ","13"
"SP","2018-05","Thursday ","00"
"RJ","2018-02","Sunday   ","18"
"SP","2018-04","Monday   ","17"
"SP","2018-04","Monday   ","17"
"MG","2017-06","Friday   ","11"
"SP","2018-08","Thursday ","20"
"RR","2018-02","Friday   ","12"
"MG","2017-03","Thursday ","21"
"SP","2017-11","Monday   ","11"
"SP","2017-07","Tuesday  ","12"
"DF","2017-11","Monday   ","12"
"SP","2018-06","Tuesday  ","13"
"SC","2018-06","Wednesday","13"
"SP","2017-10","Monday   ","21"
"MG","2018-03","Tuesday  ","13"
"RS","2018-01","Thursday ","21"
"SP","2018-03","Sunday   ","14"
"DF","2018-05","Monday   ","16"
"RJ","2017-11","Tuesday  ","14"
"MG","2017-09","Saturday ","23"
"PR","2017-03","Tuesday  ","11"
"BA","2017-07","Friday   ","17"
"BA","2017-07","Friday   ","17"
"RJ","2017-10","Saturday ","19"
"RJ","2017-06","Monday   ","14"
"SP","2018-03","Monday   ","16"
"SC","2017-09","Friday   ","01"
"SP","2018-05","Tuesday  ","16"
"SP","2017-11","Wednesday","23"
"RS","2017-12","Saturday ","21"
"DF","2018-06","Friday   ","13"
"SP","2018-08","Wednesday","11"
"SP","2018-04","Friday   ","20"
